_ws.col.No.,_ws.col.Time,timestamp,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,tcp.srcport,tcp.dstport,tcp.ack,tcp.seq,tcp.flags.syn,tcp.flags.ack,tcp.flags.fin,tcp.flags.reset,tcp.options.mptcp.rawdataseqno,tcp.window_size,tcp.len,tcp.hdr_len,tcp.analysis.lost_segment,tcp.analysis.ack_rtt,tcp.analysis.retransmission,tcp.analysis.fast_retransmission,tcp.analysis.spurious_retransmission,tcp.analysis.bytes_in_flight
19246,2017-12-22 15:23:10.426956037,1513927390.426956,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356384852,0,1,0,0,,29056,1358,32,,,,,,4074
19247,2017-12-22 15:23:10.426965450,1513927390.4269655,192.168.82.72,222.29.98.225,TCP,59027,40002,356384852,3156777493,0,1,0,0,,3145728,0,32,,0.000035948,,,,
19248,2017-12-22 15:23:10.426996580,1513927390.4269965,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356386210,0,1,0,0,,29056,1358,32,,,,,,2716
19249,2017-12-22 15:23:10.427002899,1513927390.427003,192.168.82.72,222.29.98.225,TCP,59027,40002,356387568,3156777493,0,1,0,0,,3145728,0,32,,0.000006319,,,,
19250,2017-12-22 15:23:10.427036117,1513927390.427036,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356387568,0,1,0,0,,29056,1358,32,,,,,,1358
19251,2017-12-22 15:23:10.427075379,1513927390.4270754,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356388926,0,1,0,0,,29056,1358,32,,,,,,2716
19252,2017-12-22 15:23:10.427080399,1513927390.4270804,192.168.82.72,222.29.98.225,TCP,59027,40002,356390284,3156777493,0,1,0,0,,3145728,0,32,,0.000005020,,,,
19253,2017-12-22 15:23:10.432908588,1513927390.4329085,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356390284,0,1,0,0,,29056,1358,32,,,,,,1358
19254,2017-12-22 15:23:10.432908862,1513927390.4329088,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356391642,0,1,0,0,,29056,1358,32,,,,,,2716
19255,2017-12-22 15:23:10.432935459,1513927390.4329355,192.168.82.72,222.29.98.225,TCP,59027,40002,356393000,3156777493,0,1,0,0,,3145728,0,32,,0.000026597,,,,
19256,2017-12-22 15:23:10.432940495,1513927390.4329405,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356393000,0,1,0,0,,29056,1358,32,,,,,,1358
19257,2017-12-22 15:23:10.433011372,1513927390.4330113,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356394358,0,1,0,0,,29056,1358,32,,,,,,2716
19258,2017-12-22 15:23:10.433023585,1513927390.4330237,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356395716,0,1,0,0,,29056,1358,32,,,,,,4074
19259,2017-12-22 15:23:10.433029667,1513927390.4330297,192.168.82.72,222.29.98.225,TCP,59027,40002,356395716,3156777493,0,1,0,0,,3145728,0,32,,0.000018295,,,,
19260,2017-12-22 15:23:10.433118497,1513927390.4331186,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356397074,0,1,0,0,,29056,1358,32,,,,,,2716
19261,2017-12-22 15:23:10.433132837,1513927390.433133,192.168.82.72,222.29.98.225,TCP,59027,40002,356398432,3156777493,0,1,0,0,,3145728,0,32,,0.000014340,,,,
19262,2017-12-22 15:23:10.434014112,1513927390.434014,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356398432,0,1,0,0,,29056,1358,32,,,,,,1358
19263,2017-12-22 15:23:10.434014535,1513927390.4340146,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356399790,0,1,0,0,,29056,1358,32,,,,,,2716
19264,2017-12-22 15:23:10.434033675,1513927390.4340336,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356402506,0,1,0,0,,29056,1358,32,1,,,,,
19265,2017-12-22 15:23:10.434014727,1513927390.4340148,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356401148,0,1,0,0,,29056,1358,32,,,1,,,
19266,2017-12-22 15:23:10.434057657,1513927390.4340577,192.168.82.72,222.29.98.225,TCP,59027,40002,356401148,3156777493,0,1,0,0,,3145728,0,32,,0.000043122,,,,
19267,2017-12-22 15:23:10.434065516,1513927390.4340656,192.168.82.72,222.29.98.225,TCP,59027,40002,356403864,3156777493,0,1,0,0,,3145728,0,32,,0.000031841,,,,
19268,2017-12-22 15:23:10.434074575,1513927390.4340746,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356403864,0,1,0,0,,29056,1358,32,,,,,,1358
19269,2017-12-22 15:23:10.434115592,1513927390.4341156,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356405222,0,1,0,0,,29056,1358,32,,,,,,2716
19270,2017-12-22 15:23:10.434125580,1513927390.4341257,192.168.82.72,222.29.98.225,TCP,59027,40002,356406580,3156777493,0,1,0,0,,3145728,0,32,,0.000009988,,,,
19271,2017-12-22 15:23:10.435893990,1513927390.435894,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356406580,0,1,0,0,,29056,1358,32,,,,,,1358
19272,2017-12-22 15:23:10.435908661,1513927390.4359086,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356410654,0,1,0,0,,29056,1358,32,1,,,,,
19273,2017-12-22 15:23:10.435894520,1513927390.4358945,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356407938,0,1,0,0,,29056,1358,32,,,1,,,
19274,2017-12-22 15:23:10.435894706,1513927390.4358947,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356409296,0,1,0,0,,29056,1358,32,,,1,,,
19275,2017-12-22 15:23:10.435935143,1513927390.4359353,192.168.82.72,222.29.98.225,TCP,59027,40002,356407938,3156777493,0,1,0,0,,3144704,0,44,,0.000041153,,,,
19276,2017-12-22 15:23:10.435941045,1513927390.435941,192.168.82.72,222.29.98.225,TCP,59027,40002,356409296,3156777493,0,1,0,0,,3144704,0,44,,0.000046525,,,,
19277,2017-12-22 15:23:10.435944482,1513927390.4359446,192.168.82.72,222.29.98.225,TCP,59027,40002,356412012,3156777493,0,1,0,0,,3144704,0,32,,0.000035821,,,,
19278,2017-12-22 15:23:10.726743332,1513927390.7267432,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356412012,0,1,0,0,,29056,1358,32,,,,,,1358
19279,2017-12-22 15:23:10.726743729,1513927390.7267437,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356413370,0,1,0,0,,29056,1358,32,,,,,,2716
19280,2017-12-22 15:23:10.726756591,1513927390.7267566,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356414728,0,1,0,0,,29056,1358,32,,,,,,4074
19281,2017-12-22 15:23:10.726775842,1513927390.726776,192.168.82.72,222.29.98.225,TCP,59027,40002,356413370,3156777493,0,1,0,0,,3145728,0,32,,0.000032510,,,,
19282,2017-12-22 15:23:10.726781615,1513927390.7267816,192.168.82.72,222.29.98.225,TCP,59027,40002,356414728,3156777493,0,1,0,0,,3145728,0,32,,0.000037886,,,,
19283,2017-12-22 15:23:10.726783671,1513927390.7267838,192.168.82.72,222.29.98.225,TCP,59027,40002,356416086,3156777493,0,1,0,0,,3145728,0,32,,0.000027080,,,,
19284,2017-12-22 15:23:10.730776991,1513927390.730777,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356416086,0,1,0,0,,29056,1358,32,,,,,,1358
19285,2017-12-22 15:23:10.730777339,1513927390.7307773,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356417444,0,1,0,0,,29056,1358,32,,,,,,2716
19286,2017-12-22 15:23:10.730777518,1513927390.7307775,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356418802,0,1,0,0,,29056,0,32,,,,,,
19287,2017-12-22 15:23:10.730834088,1513927390.730834,192.168.82.72,222.29.98.225,TCP,59027,40002,356417444,3156777493,0,1,0,0,,3145728,0,32,,0.000057097,,,,
19288,2017-12-22 15:23:10.730842487,1513927390.7308426,192.168.82.72,222.29.98.225,TCP,59027,40002,356418802,3156777493,0,1,0,0,,3145728,0,32,,0.000065148,,,,
19289,2017-12-22 15:23:10.749782337,1513927390.7497823,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356418802,0,1,0,0,,29056,1358,32,,,,,,1358
19290,2017-12-22 15:23:10.749782757,1513927390.7497828,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356420160,0,1,0,0,,29056,1358,32,,,,,,2716
19291,2017-12-22 15:23:10.749783126,1513927390.749783,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356421518,0,1,0,0,,29056,1358,32,,,,,,4074
19292,2017-12-22 15:23:10.749815039,1513927390.749815,192.168.82.72,222.29.98.225,TCP,59027,40002,356420160,3156777493,0,1,0,0,,3145728,0,32,,0.000032702,,,,
19293,2017-12-22 15:23:10.749821204,1513927390.7498212,192.168.82.72,222.29.98.225,TCP,59027,40002,356421518,3156777493,0,1,0,0,,3145728,0,32,,0.000038447,,,,
19294,2017-12-22 15:23:10.749823681,1513927390.7498236,192.168.82.72,222.29.98.225,TCP,59027,40002,356422876,3156777493,0,1,0,0,,3145728,0,32,,0.000040555,,,,
19295,2017-12-22 15:23:10.757992678,1513927390.7579927,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356422876,0,1,0,0,,29056,1358,32,,,,,,1358
19296,2017-12-22 15:23:10.757993096,1513927390.757993,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356424234,0,1,0,0,,29056,1358,32,,,,,,2716
19297,2017-12-22 15:23:10.757993276,1513927390.7579932,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356425592,0,1,0,0,,29056,1358,32,,,,,,4074
19298,2017-12-22 15:23:10.758023801,1513927390.7580237,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356426950,0,1,0,0,,29056,1358,32,,,,,,5432
19299,2017-12-22 15:23:10.758030033,1513927390.75803,192.168.82.72,222.29.98.225,TCP,59027,40002,356424234,3156777493,0,1,0,0,,3145728,0,32,,0.000037355,,,,
19300,2017-12-22 15:23:10.758036484,1513927390.7580364,192.168.82.72,222.29.98.225,TCP,59027,40002,356425592,3156777493,0,1,0,0,,3145728,0,32,,0.000043388,,,,
19301,2017-12-22 15:23:10.758038859,1513927390.7580388,192.168.82.72,222.29.98.225,TCP,59027,40002,356426950,3156777493,0,1,0,0,,3145728,0,32,,0.000045583,,,,
19302,2017-12-22 15:23:10.758041914,1513927390.7580419,192.168.82.72,222.29.98.225,TCP,59027,40002,356428308,3156777493,0,1,0,0,,3145728,0,32,,0.000018113,,,,
19303,2017-12-22 15:23:10.776856397,1513927390.7768564,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356428308,0,1,0,0,,29056,1358,32,,,,,,1358
19304,2017-12-22 15:23:10.776881713,1513927390.7768817,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356429666,0,1,0,0,,29056,1358,32,,,,,,2716
19305,2017-12-22 15:23:10.776905139,1513927390.776905,192.168.82.72,222.29.98.225,TCP,59027,40002,356429666,3156777493,0,1,0,0,,3145728,0,32,,0.000048742,,,,
19306,2017-12-22 15:23:10.776914269,1513927390.7769144,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356431024,0,1,0,0,,29056,1358,32,,,,,,2716
19307,2017-12-22 15:23:10.776923142,1513927390.7769232,192.168.82.72,222.29.98.225,TCP,59027,40002,356432382,3156777493,0,1,0,0,,3145728,0,32,,0.000008873,,,,
19308,2017-12-22 15:23:10.777631793,1513927390.7776318,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356432382,0,1,0,0,,29056,1358,32,,,,,,1358
19309,2017-12-22 15:23:10.777668494,1513927390.7776685,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356433740,0,1,0,0,,29056,1358,32,,,,,,2716
19310,2017-12-22 15:23:10.777674576,1513927390.7776747,192.168.82.72,222.29.98.225,TCP,59027,40002,356435098,3156777493,0,1,0,0,,3145728,0,32,,0.000006082,,,,
19311,2017-12-22 15:23:10.777708417,1513927390.7777085,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356435098,0,1,0,0,,29056,1358,32,,,,,,1358
19312,2017-12-22 15:23:10.777748093,1513927390.777748,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356436456,0,1,0,0,,29056,1358,32,,,,,,2716
19313,2017-12-22 15:23:10.777753268,1513927390.7777534,192.168.82.72,222.29.98.225,TCP,59027,40002,356437814,3156777493,0,1,0,0,,3145728,0,32,,0.000005175,,,,
19314,2017-12-22 15:23:10.781816217,1513927390.7818162,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356437814,0,1,0,0,,29056,1358,32,,,,,,1358
19315,2017-12-22 15:23:10.781851889,1513927390.781852,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356439172,0,1,0,0,,29056,1358,32,,,,,,2716
19316,2017-12-22 15:23:10.781857647,1513927390.7818577,192.168.82.72,222.29.98.225,TCP,59027,40002,356440530,3156777493,0,1,0,0,,3145728,0,32,,0.000005758,,,,
19317,2017-12-22 15:23:10.781892438,1513927390.7818925,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356440530,0,1,0,0,,29056,1358,32,,,,,,1358
19318,2017-12-22 15:23:10.792825527,1513927390.7928255,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356441888,0,1,0,0,,29056,1358,32,,,,,,2716
19319,2017-12-22 15:23:10.792835709,1513927390.7928357,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356444604,0,1,0,0,,29056,1358,32,1,,,,,
19320,2017-12-22 15:23:10.792826062,1513927390.7928262,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356443246,0,1,0,0,,29056,1358,32,,,1,,,
19321,2017-12-22 15:23:10.792847484,1513927390.7928474,192.168.82.72,222.29.98.225,TCP,59027,40002,356443246,3156777493,0,1,0,0,,3145728,0,32,,0.000021957,,,,
19322,2017-12-22 15:23:10.792853320,1513927390.7928534,192.168.82.72,222.29.98.225,TCP,59027,40002,356443246,3156777493,0,1,0,0,,3145728,0,44,,,,,,
19323,2017-12-22 15:23:10.792856341,1513927390.7928565,192.168.82.72,222.29.98.225,TCP,59027,40002,356445962,3156777493,0,1,0,0,,3144704,0,32,,0.000020632,,,,
19324,2017-12-22 15:23:10.792874078,1513927390.792874,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356445962,0,1,0,0,,29056,1358,32,,,,,,1358
19325,2017-12-22 15:23:10.792880008,1513927390.79288,192.168.82.72,222.29.98.225,TCP,59027,40002,356447320,3156777493,0,1,0,0,,3145728,0,32,,0.000005930,,,,
19326,2017-12-22 15:23:10.794743551,1513927390.7947435,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356447320,0,1,0,0,,29056,1358,32,,,,,,1358
19327,2017-12-22 15:23:10.794784345,1513927390.7947843,192.168.82.72,222.29.98.225,TCP,59027,40002,356448678,3156777493,0,1,0,0,,3145728,0,32,,0.000040794,,,,
19328,2017-12-22 15:23:10.794791406,1513927390.7947915,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356448678,0,1,0,0,,29056,1358,32,,,,,,1358
19329,2017-12-22 15:23:10.794795850,1513927390.7947958,192.168.82.72,222.29.98.225,TCP,59027,40002,356450036,3156777493,0,1,0,0,,3145728,0,32,,0.000004444,,,,
19330,2017-12-22 15:23:10.794865512,1513927390.7948656,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356450036,0,1,0,0,,29056,1358,32,,,,,,1358
19331,2017-12-22 15:23:10.794876966,1513927390.794877,192.168.82.72,222.29.98.225,TCP,59027,40002,356451394,3156777493,0,1,0,0,,3145728,0,32,,0.000011454,,,,
19332,2017-12-22 15:23:10.809059557,1513927390.8090596,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356451394,0,1,0,0,,29056,1358,32,,,,,,1358
19333,2017-12-22 15:23:10.809059965,1513927390.8090599,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356452752,0,1,0,0,,29056,1358,32,,,,,,2716
19334,2017-12-22 15:23:10.809060143,1513927390.80906,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356454110,0,1,0,0,,29056,1358,32,,,,,,4074
19335,2017-12-22 15:23:10.809060317,1513927390.8090603,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356455468,0,1,0,0,,29056,1358,32,,,,,,5432
19336,2017-12-22 15:23:10.809096326,1513927390.8090963,192.168.82.72,222.29.98.225,TCP,59027,40002,356452752,3156777493,0,1,0,0,,3145728,0,32,,0.000036769,,,,
19337,2017-12-22 15:23:10.809102150,1513927390.809102,192.168.82.72,222.29.98.225,TCP,59027,40002,356454110,3156777493,0,1,0,0,,3145728,0,32,,0.000042185,,,,
19338,2017-12-22 15:23:10.809104310,1513927390.8091042,192.168.82.72,222.29.98.225,TCP,59027,40002,356455468,3156777493,0,1,0,0,,3145728,0,32,,0.000044167,,,,
19339,2017-12-22 15:23:10.809106528,1513927390.8091066,192.168.82.72,222.29.98.225,TCP,59027,40002,356456826,3156777493,0,1,0,0,,3145728,0,32,,0.000046211,,,,
19340,2017-12-22 15:23:10.809767364,1513927390.8097672,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356456826,0,1,0,0,,29056,1358,32,,,,,,1358
19341,2017-12-22 15:23:10.809767766,1513927390.8097677,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356458184,0,1,0,0,,29056,1358,32,,,,,,2716
19342,2017-12-22 15:23:10.809767934,1513927390.809768,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356459542,0,1,0,0,,29056,1358,32,,,,,,4074
19343,2017-12-22 15:23:10.809799706,1513927390.8097997,192.168.82.72,222.29.98.225,TCP,59027,40002,356458184,3156777493,0,1,0,0,,3145728,0,32,,0.000032342,,,,
19344,2017-12-22 15:23:10.809805312,1513927390.8098054,192.168.82.72,222.29.98.225,TCP,59027,40002,356459542,3156777493,0,1,0,0,,3145728,0,32,,0.000037546,,,,
19345,2017-12-22 15:23:10.809807673,1513927390.8098078,192.168.82.72,222.29.98.225,TCP,59027,40002,356460900,3156777493,0,1,0,0,,3145728,0,32,,0.000039739,,,,
19346,2017-12-22 15:23:10.810450520,1513927390.8104506,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356460900,0,1,0,0,,29056,1358,32,,,,,,1358
19347,2017-12-22 15:23:10.810480408,1513927390.8104804,192.168.82.72,222.29.98.225,TCP,59027,40002,356462258,3156777493,0,1,0,0,,3145728,0,32,,0.000029888,,,,
19348,2017-12-22 15:23:10.811674999,1513927390.811675,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356462258,0,1,0,0,,29056,1358,32,,,,,,1358
19349,2017-12-22 15:23:10.811713660,1513927390.8117137,192.168.82.72,222.29.98.225,TCP,59027,40002,356463616,3156777493,0,1,0,0,,3145728,0,32,,0.000038661,,,,
19350,2017-12-22 15:23:10.811720368,1513927390.8117204,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356463616,0,1,0,0,,29056,1358,32,,,,,,1358
19351,2017-12-22 15:23:10.811726370,1513927390.8117263,192.168.82.72,222.29.98.225,TCP,59027,40002,356464974,3156777493,0,1,0,0,,3145728,0,32,,0.000006002,,,,
19352,2017-12-22 15:23:10.811749880,1513927390.81175,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356464974,0,1,0,0,,29056,1358,32,,,,,,1358
19353,2017-12-22 15:23:10.848372059,1513927390.848372,192.168.82.72,222.29.98.225,TCP,59027,40002,356466332,3156777493,0,1,0,0,,3145728,0,32,,0.036622179,,,,
19354,2017-12-22 15:23:10.869726550,1513927390.8697267,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356466332,0,1,0,0,,29056,1358,32,,,,,,1358
19355,2017-12-22 15:23:10.869759899,1513927390.8697598,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356467690,0,1,0,0,,29056,1358,32,,,,,,2716
19356,2017-12-22 15:23:10.869776626,1513927390.8697767,192.168.82.72,222.29.98.225,TCP,59027,40002,356469048,3156777493,0,1,0,0,,3145728,0,32,,0.000016727,,,,
19357,2017-12-22 15:23:10.869789661,1513927390.8697896,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356469048,0,1,0,0,,29056,1358,32,,,,,,1358
19358,2017-12-22 15:23:10.869830817,1513927390.8698308,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356470406,0,1,0,0,,29056,1358,32,,,,,,2716
19359,2017-12-22 15:23:10.869836466,1513927390.8698366,192.168.82.72,222.29.98.225,TCP,59027,40002,356471764,3156777493,0,1,0,0,,3145728,0,32,,0.000005649,,,,
19360,2017-12-22 15:23:10.871736090,1513927390.871736,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356471764,0,1,0,0,,29056,1358,32,,,,,,1358
19361,2017-12-22 15:23:10.871790273,1513927390.8717902,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356473122,0,1,0,0,,29056,1358,32,,,,,,2716
19362,2017-12-22 15:23:10.871796809,1513927390.8717968,192.168.82.72,222.29.98.225,TCP,59027,40002,356474480,3156777493,0,1,0,0,,3145728,0,32,,0.000006536,,,,
19363,2017-12-22 15:23:10.871830348,1513927390.8718305,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356474480,0,1,0,0,,29056,1358,32,,,,,,1358
19364,2017-12-22 15:23:10.871870242,1513927390.8718703,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356475838,0,1,0,0,,29056,1358,32,,,,,,2716
19365,2017-12-22 15:23:10.871874746,1513927390.8718748,192.168.82.72,222.29.98.225,TCP,59027,40002,356477196,3156777493,0,1,0,0,,3145728,0,32,,0.000004504,,,,
19366,2017-12-22 15:23:10.874718819,1513927390.874719,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356477196,0,1,0,0,,29056,1358,32,,,,,,1358
19367,2017-12-22 15:23:10.874752546,1513927390.8747525,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356478554,0,1,0,0,,29056,1358,32,,,,,,2716
19368,2017-12-22 15:23:10.874761654,1513927390.8747616,192.168.82.72,222.29.98.225,TCP,59027,40002,356479912,3156777493,0,1,0,0,,3145728,0,32,,0.000009108,,,,
19369,2017-12-22 15:23:10.874790321,1513927390.8747904,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356479912,0,1,0,0,,29056,1358,32,,,,,,1358
19370,2017-12-22 15:23:10.880807155,1513927390.8808072,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356481270,0,1,0,0,,29056,1358,32,,,,,,2716
19371,2017-12-22 15:23:10.880837455,1513927390.8808374,192.168.82.72,222.29.98.225,TCP,59027,40002,356482628,3156777493,0,1,0,0,,3145728,0,32,,0.000030300,,,,
19372,2017-12-22 15:23:10.880841944,1513927390.880842,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356482628,0,1,0,0,,29056,1358,32,,,,,,1358
19373,2017-12-22 15:23:10.880905704,1513927390.8809056,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356483986,0,1,0,0,,29056,1358,32,,,,,,2716
19374,2017-12-22 15:23:10.880906427,1513927390.8809063,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356485344,0,1,0,0,,29056,1358,32,,,,,,4074
19375,2017-12-22 15:23:10.880920019,1513927390.88092,192.168.82.72,222.29.98.225,TCP,59027,40002,356485344,3156777493,0,1,0,0,,3145728,0,32,,0.000014315,,,,
19376,2017-12-22 15:23:10.885847286,1513927390.8858473,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356486702,0,1,0,0,,29056,1358,32,,,,,,2716
19377,2017-12-22 15:23:10.885847660,1513927390.8858476,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356488060,0,1,0,0,,29056,1358,32,,,,,,4074
19378,2017-12-22 15:23:10.885847829,1513927390.8858478,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356489418,0,1,0,0,,29056,1358,32,,,,,,5432
19379,2017-12-22 15:23:10.885862334,1513927390.8858624,192.168.82.72,222.29.98.225,TCP,59027,40002,356488060,3156777493,0,1,0,0,,3145728,0,32,,0.000015048,,,,
19380,2017-12-22 15:23:10.885867263,1513927390.8858674,192.168.82.72,222.29.98.225,TCP,59027,40002,356490776,3156777493,0,1,0,0,,3145728,0,32,,0.000019434,,,,
19381,2017-12-22 15:23:10.944029255,1513927390.9440293,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356490776,0,1,0,0,,29056,1358,32,,,,,,1358
19382,2017-12-22 15:23:10.944029639,1513927390.9440296,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356492134,0,1,0,0,,29056,1358,32,,,,,,2716
19383,2017-12-22 15:23:10.944029813,1513927390.9440298,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356493492,0,1,0,0,,29056,1358,32,,,,,,4074
19384,2017-12-22 15:23:10.944043953,1513927390.9440439,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356494850,0,1,0,0,,29056,1358,32,,,,,,5432
19385,2017-12-22 15:23:10.944053472,1513927390.9440534,192.168.82.72,222.29.98.225,TCP,59027,40002,356493492,3156777493,0,1,0,0,,3145728,0,32,,0.000023833,,,,
19386,2017-12-22 15:23:10.944058815,1513927390.944059,192.168.82.72,222.29.98.225,TCP,59027,40002,356496208,3156777493,0,1,0,0,,3145728,0,32,,0.000014862,,,,
19387,2017-12-22 15:23:10.944128511,1513927390.9441285,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356496208,0,1,0,0,,29056,1358,32,,,,,,1358
19388,2017-12-22 15:23:10.980360155,1513927390.9803603,192.168.82.72,222.29.98.225,TCP,59027,40002,356497566,3156777493,0,1,0,0,,3145728,0,32,,0.036231644,,,,
19389,2017-12-22 15:23:11.586026631,1513927391.5860267,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356497566,0,1,0,0,,29056,1358,32,,,,,,1358
19390,2017-12-22 15:23:11.586027822,1513927391.5860279,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356498924,0,1,0,0,,29056,1358,32,,,,,,2716
19391,2017-12-22 15:23:11.586028622,1513927391.5860286,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356500282,0,1,0,0,,29056,1358,32,,,,,,4074
19392,2017-12-22 15:23:11.586029204,1513927391.5860293,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356501640,0,1,0,0,,29056,1358,32,,,,,,5432
19393,2017-12-22 15:23:11.586131895,1513927391.5861318,192.168.82.72,222.29.98.225,TCP,59027,40002,356498924,3156777493,0,1,0,0,,3145728,0,32,,0.000105264,,,,
19394,2017-12-22 15:23:11.586149663,1513927391.5861497,192.168.82.72,222.29.98.225,TCP,59027,40002,356500282,3156777493,0,1,0,0,,3145728,0,32,,0.000121841,,,,
19395,2017-12-22 15:23:11.586159965,1513927391.58616,192.168.82.72,222.29.98.225,TCP,59027,40002,356501640,3156777493,0,1,0,0,,3145728,0,32,,0.000131343,,,,
19396,2017-12-22 15:23:11.586170542,1513927391.5861704,192.168.82.72,222.29.98.225,TCP,59027,40002,356502998,3156777493,0,1,0,0,,3145728,0,32,,0.000141338,,,,
19397,2017-12-22 15:23:11.593666661,1513927391.5936666,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,356502998,0,1,0,0,,29056,1358,32,,,,,,1358
