_ws.col.No.,_ws.col.Time,timestamp,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,tcp.srcport,tcp.dstport,tcp.ack,tcp.seq,tcp.flags.syn,tcp.flags.ack,tcp.flags.fin,tcp.flags.reset,tcp.options.mptcp.rawdataseqno,tcp.window_size,tcp.len,tcp.hdr_len,tcp.analysis.lost_segment,tcp.analysis.ack_rtt,tcp.analysis.retransmission,tcp.analysis.fast_retransmission,tcp.analysis.spurious_retransmission,tcp.analysis.bytes_in_flight
147,2017-12-22 15:21:46.811463091,1513927306.811463,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341431914,0,1,0,0,,29056,1358,32,,,,,,1358
148,2017-12-22 15:21:46.818237344,1513927306.8182373,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341433272,0,1,0,0,,29056,1358,32,,,,,,2716
149,2017-12-22 15:21:46.818284631,1513927306.8182847,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341434630,0,1,0,0,,29056,1358,32,,,,,,4074
150,2017-12-22 15:21:46.818307533,1513927306.8183076,192.168.82.72,222.29.98.225,TCP,59027,40002,341434630,3156777493,0,1,0,0,,185344,0,32,,0.000070189,,,,
151,2017-12-22 15:21:46.824513855,1513927306.824514,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341435988,0,1,0,0,,29056,1358,32,,,,,,2716
152,2017-12-22 15:21:46.824545010,1513927306.824545,192.168.82.72,222.29.98.225,TCP,59027,40002,341437346,3156777493,0,1,0,0,,185344,0,32,,0.000031155,,,,
153,2017-12-22 15:21:46.833241567,1513927306.8332415,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341437346,0,1,0,0,,29056,1358,32,,,,,,1358
154,2017-12-22 15:21:46.839693953,1513927306.839694,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341438704,0,1,0,0,,29056,1358,32,,,,,,2716
155,2017-12-22 15:21:46.839694212,1513927306.8396943,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341440062,0,1,0,0,,29056,1358,32,,,,,,4074
156,2017-12-22 15:21:46.839694397,1513927306.8396945,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341441420,0,1,0,0,,29056,1358,32,,,,,,5432
157,2017-12-22 15:21:46.839704954,1513927306.839705,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341442778,0,1,0,0,,29056,1358,32,,,,,,6790
158,2017-12-22 15:21:46.839711017,1513927306.839711,192.168.82.72,222.29.98.225,TCP,59027,40002,341440062,3156777493,0,1,0,0,,185344,0,32,,0.000017064,,,,
159,2017-12-22 15:21:46.839718422,1513927306.8397183,192.168.82.72,222.29.98.225,TCP,59027,40002,341442778,3156777493,0,1,0,0,,185344,0,32,,0.000024025,,,,
160,2017-12-22 15:21:46.839783807,1513927306.839784,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341444136,0,1,0,0,,29056,1358,32,,,,,,2716
161,2017-12-22 15:21:46.839799096,1513927306.8397992,192.168.82.72,222.29.98.225,TCP,59027,40002,341445494,3156777493,0,1,0,0,,185344,0,32,,0.000015289,,,,
162,2017-12-22 15:21:46.844533307,1513927306.8445332,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341445494,0,1,0,0,,29056,1358,32,,,,,,1358
163,2017-12-22 15:21:46.844533580,1513927306.8445337,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341446852,0,1,0,0,,29056,1358,32,,,,,,2716
164,2017-12-22 15:21:46.844547931,1513927306.844548,192.168.82.72,222.29.98.225,TCP,59027,40002,341448210,3156777493,0,1,0,0,,185344,0,32,,0.000014351,,,,
165,2017-12-22 15:21:46.851317687,1513927306.8513176,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341448210,0,1,0,0,,29056,1358,32,,,,,,1358
166,2017-12-22 15:21:46.851318141,1513927306.8513181,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341449568,0,1,0,0,,29056,1358,32,,,,,,2716
167,2017-12-22 15:21:46.851333728,1513927306.8513336,192.168.82.72,222.29.98.225,TCP,59027,40002,341449568,3156777493,0,1,0,0,,188416,0,32,,0.000016041,,,,
168,2017-12-22 15:21:46.851337069,1513927306.851337,192.168.82.72,222.29.98.225,TCP,59027,40002,341450926,3156777493,0,1,0,0,,191488,0,32,,0.000018928,,,,
169,2017-12-22 15:21:46.857290030,1513927306.85729,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341450926,0,1,0,0,,29056,1358,32,,,,,,1358
170,2017-12-22 15:21:46.857290222,1513927306.8572903,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341452284,0,1,0,0,,29056,1358,32,,,,,,2716
171,2017-12-22 15:21:46.857328792,1513927306.857329,192.168.82.72,222.29.98.225,TCP,59027,40002,341452284,3156777493,0,1,0,0,,193536,0,32,,0.000038762,,,,
172,2017-12-22 15:21:46.857339692,1513927306.8573396,192.168.82.72,222.29.98.225,TCP,59027,40002,341453642,3156777493,0,1,0,0,,196608,0,32,,0.000049470,,,,
173,2017-12-22 15:21:46.863513459,1513927306.8635135,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341453642,0,1,0,0,,29056,1358,32,,,,,,1358
174,2017-12-22 15:21:46.863513863,1513927306.863514,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341455000,0,1,0,0,,29056,1358,32,,,,,,2716
175,2017-12-22 15:21:46.863547588,1513927306.8635476,192.168.82.72,222.29.98.225,TCP,59027,40002,341455000,3156777493,0,1,0,0,,199680,0,32,,0.000034129,,,,
176,2017-12-22 15:21:46.863552996,1513927306.863553,192.168.82.72,222.29.98.225,TCP,59027,40002,341456358,3156777493,0,1,0,0,,202752,0,32,,0.000039133,,,,
177,2017-12-22 15:21:46.871366441,1513927306.8713665,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341456358,0,1,0,0,,29056,1358,32,,,,,,1358
178,2017-12-22 15:21:46.871367148,1513927306.8713672,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341457716,0,1,0,0,,29056,1358,32,,,,,,2716
179,2017-12-22 15:21:46.871406542,1513927306.8714066,192.168.82.72,222.29.98.225,TCP,59027,40002,341457716,3156777493,0,1,0,0,,205824,0,32,,0.000040101,,,,
180,2017-12-22 15:21:46.871412990,1513927306.871413,192.168.82.72,222.29.98.225,TCP,59027,40002,341459074,3156777493,0,1,0,0,,208896,0,32,,0.000045842,,,,
181,2017-12-22 15:21:46.886465995,1513927306.886466,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341459074,0,1,0,0,,29056,1358,32,,,,,,1358
182,2017-12-22 15:21:46.886466577,1513927306.8864665,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341460432,0,1,0,0,,29056,1358,32,,,,,,2716
183,2017-12-22 15:21:46.886502167,1513927306.8865023,192.168.82.72,222.29.98.225,TCP,59027,40002,341460432,3156777493,0,1,0,0,,210944,0,32,,0.000036172,,,,
184,2017-12-22 15:21:46.886514959,1513927306.886515,192.168.82.72,222.29.98.225,TCP,59027,40002,341461790,3156777493,0,1,0,0,,214016,0,32,,0.000048382,,,,
185,2017-12-22 15:21:46.892642165,1513927306.8926423,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341461790,0,1,0,0,,29056,1358,32,,,,,,1358
186,2017-12-22 15:21:46.892642601,1513927306.8926425,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341463148,0,1,0,0,,29056,1358,32,,,,,,2716
187,2017-12-22 15:21:46.892642894,1513927306.892643,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341464506,0,1,0,0,,29056,1358,32,,,,,,4074
188,2017-12-22 15:21:46.892681112,1513927306.8926811,192.168.82.72,222.29.98.225,TCP,59027,40002,341463148,3156777493,0,1,0,0,,217088,0,32,,0.000038947,,,,
189,2017-12-22 15:21:46.892675356,1513927306.8926754,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341465864,0,1,0,0,,29056,1358,32,,,,,,4074
190,2017-12-22 15:21:46.892689625,1513927306.8926897,192.168.82.72,222.29.98.225,TCP,59027,40002,341464506,3156777493,0,1,0,0,,220160,0,32,,0.000047024,,,,
191,2017-12-22 15:21:46.892692776,1513927306.8926928,192.168.82.72,222.29.98.225,TCP,59027,40002,341465864,3156777493,0,1,0,0,,223232,0,32,,0.000049882,,,,
192,2017-12-22 15:21:46.892695483,1513927306.8926954,192.168.82.72,222.29.98.225,TCP,59027,40002,341467222,3156777493,0,1,0,0,,226304,0,32,,0.000020127,,,,
193,2017-12-22 15:21:46.894600222,1513927306.8946002,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341467222,0,1,0,0,,29056,1358,32,,,,,,1358
194,2017-12-22 15:21:46.894606324,1513927306.8946064,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341468580,0,1,0,0,,29056,1358,32,,,,,,2716
195,2017-12-22 15:21:46.894613598,1513927306.8946135,192.168.82.72,222.29.98.225,TCP,59027,40002,341468580,3156777493,0,1,0,0,,228352,0,32,,0.000013376,,,,
196,2017-12-22 15:21:46.894616889,1513927306.8946168,192.168.82.72,222.29.98.225,TCP,59027,40002,341469938,3156777493,0,1,0,0,,231424,0,32,,0.000010565,,,,
197,2017-12-22 15:21:46.894646639,1513927306.8946466,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341469938,0,1,0,0,,29056,1358,32,,,,,,1358
198,2017-12-22 15:21:46.894652034,1513927306.8946521,192.168.82.72,222.29.98.225,TCP,59027,40002,341471296,3156777493,0,1,0,0,,234496,0,32,,0.000005395,,,,
199,2017-12-22 15:21:46.894685163,1513927306.8946853,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341471296,0,1,0,0,,29056,1358,32,,,,,,1358
200,2017-12-22 15:21:46.894688709,1513927306.8946886,192.168.82.72,222.29.98.225,TCP,59027,40002,341472654,3156777493,0,1,0,0,,237568,0,32,,0.000003546,,,,
201,2017-12-22 15:21:46.910597635,1513927306.9105976,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341472654,0,1,0,0,,29056,1358,32,,,,,,1358
202,2017-12-22 15:21:46.910598067,1513927306.910598,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341474012,0,1,0,0,,29056,1358,32,,,,,,2716
203,2017-12-22 15:21:46.910631944,1513927306.910632,192.168.82.72,222.29.98.225,TCP,59027,40002,341474012,3156777493,0,1,0,0,,240640,0,32,,0.000034309,,,,
204,2017-12-22 15:21:46.910637456,1513927306.9106374,192.168.82.72,222.29.98.225,TCP,59027,40002,341475370,3156777493,0,1,0,0,,243712,0,32,,0.000039389,,,,
205,2017-12-22 15:21:46.916373493,1513927306.9163735,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341475370,0,1,0,0,,29056,1358,32,,,,,,1358
206,2017-12-22 15:21:46.916406227,1513927306.9164062,192.168.82.72,222.29.98.225,TCP,59027,40002,341476728,3156777493,0,1,0,0,,245760,0,32,,0.000032734,,,,
207,2017-12-22 15:21:46.925456422,1513927306.9254565,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341476728,0,1,0,0,,29056,1358,32,,,,,,1358
208,2017-12-22 15:21:46.925456849,1513927306.9254568,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341478086,0,1,0,0,,29056,1358,32,,,,,,2716
209,2017-12-22 15:21:46.925457034,1513927306.925457,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341479444,0,1,0,0,,29056,1358,32,,,,,,4074
210,2017-12-22 15:21:46.925457217,1513927306.9254572,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341480802,0,1,0,0,,29056,1358,32,,,,,,5432
211,2017-12-22 15:21:46.925493407,1513927306.9254935,192.168.82.72,222.29.98.225,TCP,59027,40002,341478086,3156777493,0,1,0,0,,248832,0,32,,0.000036985,,,,
212,2017-12-22 15:21:46.925502196,1513927306.9255023,192.168.82.72,222.29.98.225,TCP,59027,40002,341479444,3156777493,0,1,0,0,,251904,0,32,,0.000045347,,,,
213,2017-12-22 15:21:46.925504494,1513927306.9255044,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341482160,0,1,0,0,,29056,1358,32,,,,,,4074
214,2017-12-22 15:21:46.925506306,1513927306.9255064,192.168.82.72,222.29.98.225,TCP,59027,40002,341480802,3156777493,0,1,0,0,,254976,0,32,,0.000049272,,,,
215,2017-12-22 15:21:46.925509061,1513927306.925509,192.168.82.72,222.29.98.225,TCP,59027,40002,341482160,3156777493,0,1,0,0,,258048,0,32,,0.000051844,,,,
216,2017-12-22 15:21:46.925512467,1513927306.9255126,192.168.82.72,222.29.98.225,TCP,59027,40002,341483518,3156777493,0,1,0,0,,260096,0,32,,0.000007973,,,,
217,2017-12-22 15:21:46.927325435,1513927306.9273255,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341483518,0,1,0,0,,29056,1358,32,,,,,,1358
218,2017-12-22 15:21:46.927325857,1513927306.927326,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341484876,0,1,0,0,,29056,1358,32,,,,,,2716
219,2017-12-22 15:21:46.927358492,1513927306.9273584,192.168.82.72,222.29.98.225,TCP,59027,40002,341484876,3156777493,0,1,0,0,,263168,0,32,,0.000033057,,,,
220,2017-12-22 15:21:46.927363935,1513927306.9273639,192.168.82.72,222.29.98.225,TCP,59027,40002,341486234,3156777493,0,1,0,0,,266240,0,32,,0.000038078,,,,
221,2017-12-22 15:21:46.931324799,1513927306.9313247,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341486234,0,1,0,0,,29056,1358,32,,,,,,1358
222,2017-12-22 15:21:46.931325305,1513927306.9313252,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341487592,0,1,0,0,,29056,1358,32,,,,,,2716
223,2017-12-22 15:21:46.931359277,1513927306.9313593,192.168.82.72,222.29.98.225,TCP,59027,40002,341487592,3156777493,0,1,0,0,,269312,0,32,,0.000034478,,,,
224,2017-12-22 15:21:46.931364532,1513927306.9313645,192.168.82.72,222.29.98.225,TCP,59027,40002,341488950,3156777493,0,1,0,0,,272384,0,32,,0.000039227,,,,
225,2017-12-22 15:21:46.938322447,1513927306.9383225,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341488950,0,1,0,0,,29056,1358,32,,,,,,1358
226,2017-12-22 15:21:46.938357436,1513927306.9383574,192.168.82.72,222.29.98.225,TCP,59027,40002,341490308,3156777493,0,1,0,0,,275456,0,32,,0.000034989,,,,
227,2017-12-22 15:21:46.939285692,1513927306.9392858,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341490308,0,1,0,0,,29056,1358,32,,,,,,1358
228,2017-12-22 15:21:46.939317614,1513927306.9393177,192.168.82.72,222.29.98.225,TCP,59027,40002,341491666,3156777493,0,1,0,0,,277504,0,32,,0.000031922,,,,
229,2017-12-22 15:21:46.955346603,1513927306.9553466,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341491666,0,1,0,0,,29056,1358,32,,,,,,1358
230,2017-12-22 15:21:46.955347027,1513927306.955347,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341493024,0,1,0,0,,29056,1358,32,,,,,,2716
231,2017-12-22 15:21:46.955347198,1513927306.9553473,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341494382,0,1,0,0,,29056,1358,32,,,,,,4074
232,2017-12-22 15:21:46.955367078,1513927306.955367,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341495740,0,1,0,0,,29056,1358,32,,,,,,5432
233,2017-12-22 15:21:46.955387130,1513927306.955387,192.168.82.72,222.29.98.225,TCP,59027,40002,341493024,3156777493,0,1,0,0,,280576,0,32,,0.000040527,,,,
234,2017-12-22 15:21:46.955393178,1513927306.955393,192.168.82.72,222.29.98.225,TCP,59027,40002,341494382,3156777493,0,1,0,0,,283648,0,32,,0.000046151,,,,
235,2017-12-22 15:21:46.955395246,1513927306.9553952,192.168.82.72,222.29.98.225,TCP,59027,40002,341495740,3156777493,0,1,0,0,,286720,0,32,,0.000048048,,,,
236,2017-12-22 15:21:46.955397473,1513927306.9553974,192.168.82.72,222.29.98.225,TCP,59027,40002,341497098,3156777493,0,1,0,0,,289792,0,32,,0.000030395,,,,
237,2017-12-22 15:21:46.958337752,1513927306.9583378,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341497098,0,1,0,0,,29056,1358,32,,,,,,1358
238,2017-12-22 15:21:46.958338624,1513927306.9583387,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341498456,0,1,0,0,,29056,1358,32,,,,,,2716
239,2017-12-22 15:21:46.958381541,1513927306.9583817,192.168.82.72,222.29.98.225,TCP,59027,40002,341498456,3156777493,0,1,0,0,,292864,0,32,,0.000043789,,,,
240,2017-12-22 15:21:46.958388317,1513927306.9583883,192.168.82.72,222.29.98.225,TCP,59027,40002,341499814,3156777493,0,1,0,0,,294912,0,32,,0.000049693,,,,
241,2017-12-22 15:21:46.962315751,1513927306.9623158,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341499814,0,1,0,0,,29056,1358,32,,,,,,1358
242,2017-12-22 15:21:46.962357080,1513927306.962357,192.168.82.72,222.29.98.225,TCP,59027,40002,341501172,3156777493,0,1,0,0,,296960,0,32,,0.000041329,,,,
243,2017-12-22 15:21:46.963085593,1513927306.9630857,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341501172,0,1,0,0,,29056,1358,32,,,,,,1358
244,2017-12-22 15:21:46.968417379,1513927306.9684174,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341502530,0,1,0,0,,29056,1358,32,,,,,,2716
245,2017-12-22 15:21:46.968418053,1513927306.9684181,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341503888,0,1,0,0,,29056,1358,32,,,,,,4074
246,2017-12-22 15:21:46.968461584,1513927306.9684615,192.168.82.72,222.29.98.225,TCP,59027,40002,341503888,3156777493,0,1,0,0,,296960,0,32,,0.000044205,,,,
247,2017-12-22 15:21:46.975690829,1513927306.9756908,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341505246,0,1,0,0,,29056,1358,32,,,,,,2716
248,2017-12-22 15:21:46.975691356,1513927306.9756913,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341506604,0,1,0,0,,29056,1358,32,,,,,,4074
249,2017-12-22 15:21:46.975732791,1513927306.9757328,192.168.82.72,222.29.98.225,TCP,59027,40002,341506604,3156777493,0,1,0,0,,296960,0,32,,0.000041962,,,,
250,2017-12-22 15:21:46.979350516,1513927306.9793506,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341507962,0,1,0,0,,29056,1358,32,,,,,,2716
251,2017-12-22 15:21:46.979392783,1513927306.9793928,192.168.82.72,222.29.98.225,TCP,59027,40002,341509320,3156777493,0,1,0,0,,296960,0,32,,0.000042267,,,,
252,2017-12-22 15:21:46.980537416,1513927306.9805374,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341509320,0,1,0,0,,29056,1358,32,,,,,,1358
253,2017-12-22 15:21:46.980537967,1513927306.980538,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341510678,0,1,0,0,,29056,1358,32,,,,,,2716
254,2017-12-22 15:21:46.980538310,1513927306.9805384,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341512036,0,1,0,0,,29056,1358,32,,,,,,4074
255,2017-12-22 15:21:46.980584402,1513927306.9805844,192.168.82.72,222.29.98.225,TCP,59027,40002,341512036,3156777493,0,1,0,0,,296960,0,32,,0.000046435,,,,
256,2017-12-22 15:21:46.984522164,1513927306.984522,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341513394,0,1,0,0,,29056,1358,32,,,,,,2716
257,2017-12-22 15:21:46.984522981,1513927306.984523,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341514752,0,1,0,0,,29056,1358,32,,,,,,4074
258,2017-12-22 15:21:46.984565877,1513927306.984566,192.168.82.72,222.29.98.225,TCP,59027,40002,341514752,3156777493,0,1,0,0,,296960,0,32,,0.000043713,,,,
259,2017-12-22 15:21:46.991653978,1513927306.991654,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341516110,0,1,0,0,,29056,1358,32,,,,,,2716
260,2017-12-22 15:21:46.991654622,1513927306.9916546,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341517468,0,1,0,0,,29056,1358,32,,,,,,4074
261,2017-12-22 15:21:46.991707733,1513927306.9917078,192.168.82.72,222.29.98.225,TCP,59027,40002,341517468,3156777493,0,1,0,0,,296960,0,32,,0.000053755,,,,
262,2017-12-22 15:21:47.003690535,1513927307.0036905,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341518826,0,1,0,0,,29056,1358,32,,,,,,2716
263,2017-12-22 15:21:47.003733317,1513927307.0037334,192.168.82.72,222.29.98.225,TCP,59027,40002,341520184,3156777493,0,1,0,0,,296960,0,32,,0.000042782,,,,
264,2017-12-22 15:21:47.013594212,1513927307.0135942,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341520184,0,1,0,0,,29056,1358,32,,,,,,1358
265,2017-12-22 15:21:47.013610538,1513927307.0136106,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341524258,0,1,0,0,,29056,1358,32,1,,,,,
266,2017-12-22 15:21:47.013594856,1513927307.0135949,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341521542,0,1,0,0,,29056,1358,32,,,1,,,
267,2017-12-22 15:21:47.013595113,1513927307.013595,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341522900,0,1,0,0,,29056,1358,32,,,1,,,
268,2017-12-22 15:21:47.013645742,1513927307.0136456,192.168.82.72,222.29.98.225,TCP,59027,40002,341521542,3156777493,0,1,0,0,,296960,0,44,,0.000051530,,,,
269,2017-12-22 15:21:47.013647775,1513927307.0136478,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341525616,0,1,0,0,,29056,1358,32,,,,,,5432
270,2017-12-22 15:21:47.013655389,1513927307.0136554,192.168.82.72,222.29.98.225,TCP,59027,40002,341522900,3156777493,0,1,0,0,,296960,0,44,,0.000060533,,,,
271,2017-12-22 15:21:47.013659593,1513927307.0136595,192.168.82.72,222.29.98.225,TCP,59027,40002,341525616,3156777493,0,1,0,0,,296960,0,32,,0.000049055,,,,
272,2017-12-22 15:21:47.013664244,1513927307.0136642,192.168.82.72,222.29.98.225,TCP,59027,40002,341526974,3156777493,0,1,0,0,,296960,0,32,,0.000016469,,,,
273,2017-12-22 15:21:47.020239972,1513927307.02024,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341526974,0,1,0,0,,29056,1358,32,,,,,,1358
274,2017-12-22 15:21:47.020240684,1513927307.0202408,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341528332,0,1,0,0,,29056,1358,32,,,,,,2716
275,2017-12-22 15:21:47.020240922,1513927307.020241,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341529690,0,1,0,0,,29056,0,32,,,,,,
276,2017-12-22 15:21:47.020312130,1513927307.020312,192.168.82.72,222.29.98.225,TCP,59027,40002,341528332,3156777493,0,1,0,0,,296960,0,32,,0.000072158,,,,
277,2017-12-22 15:21:47.020319662,1513927307.0203197,192.168.82.72,222.29.98.225,TCP,59027,40002,341529690,3156777493,0,1,0,0,,296960,0,32,,0.000078978,,,,
278,2017-12-22 15:21:47.053712462,1513927307.0537124,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341529690,0,1,0,0,,29056,1358,32,,,,,,1358
279,2017-12-22 15:21:47.053755564,1513927307.0537555,192.168.82.72,222.29.98.225,TCP,59027,40002,341531048,3156777493,0,1,0,0,,296960,0,32,,0.000043102,,,,
280,2017-12-22 15:21:47.054030371,1513927307.0540304,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341531048,0,1,0,0,,29056,1358,32,,,,,,1358
281,2017-12-22 15:21:47.054050454,1513927307.0540504,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341535122,0,1,0,0,,29056,1358,32,1,,,,,
282,2017-12-22 15:21:47.054030916,1513927307.054031,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341532406,0,1,0,0,,29056,1358,32,,,1,,,
283,2017-12-22 15:21:47.054031272,1513927307.0540314,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341533764,0,1,0,0,,29056,1358,32,,,1,,,
284,2017-12-22 15:21:47.054076791,1513927307.054077,192.168.82.72,222.29.98.225,TCP,59027,40002,341532406,3156777493,0,1,0,0,,296960,0,32,,0.000046420,,,,
285,2017-12-22 15:21:47.054086374,1513927307.0540864,192.168.82.72,222.29.98.225,TCP,59027,40002,341533764,3156777493,0,1,0,0,,296960,0,32,,0.000055458,,,,
286,2017-12-22 15:21:47.054085848,1513927307.0540857,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341536480,0,1,0,0,,29056,1358,32,,,,,,4074
287,2017-12-22 15:21:47.054093276,1513927307.0540934,192.168.82.72,222.29.98.225,TCP,59027,40002,341533764,3156777493,0,1,0,0,,296960,0,44,,,,,,
288,2017-12-22 15:21:47.054097850,1513927307.054098,192.168.82.72,222.29.98.225,TCP,59027,40002,341536480,3156777493,0,1,0,0,,296960,0,32,,0.000047396,,,,
289,2017-12-22 15:21:47.054102267,1513927307.0541022,192.168.82.72,222.29.98.225,TCP,59027,40002,341537838,3156777493,0,1,0,0,,296960,0,32,,0.000016419,,,,
290,2017-12-22 15:21:47.054126107,1513927307.054126,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341537838,0,1,0,0,,29056,1358,32,,,,,,1358
291,2017-12-22 15:21:47.054140478,1513927307.0541406,192.168.82.72,222.29.98.225,TCP,59027,40002,341539196,3156777493,0,1,0,0,,296960,0,32,,0.000014371,,,,
292,2017-12-22 15:21:47.054168704,1513927307.0541687,222.29.98.225,192.168.82.72,TCP,40002,59027,3156777493,341539196,0,1,0,0,,29056,1358,32,,,,,,1358
293,2017-12-22 15:21:47.054178432,1513927307.0541785,192.168.82.72,222.29.98.225,TCP,59027,40002,341540554,3156777493,0,1,0,0,,296960,0,32,,0.000009728,,,,
